target,timestamp,time
"http://curiosiphi:3000/watDiv_100",23766,405
"http://curiosiphi:3002/watDiv_100",23770,305
"http://curiosiphi:3000/watDiv_100",23975,405
"http://curiosiphi:3000/watDiv_100",23978,406
"http://curiosiphi:3001/watDiv_100",24074,307
"http://curiosiphi:3001/watDiv_100",24076,305
"http://curiosiphi:3000/watDiv_100",24387,407
"http://curiosiphi:3000/watDiv_100",24387,406
"http://curiosiphi:3002/watDiv_100",24388,308
"http://curiosiphi:3001/watDiv_100",24390,308
"http://curiosiphi:3002/watDiv_100",24696,306
"http://curiosiphi:3001/watDiv_100",24696,307
"http://curiosiphi:3001/watDiv_100",24696,306
"http://curiosiphi:3001/watDiv_100",24697,305
"http://curiosiphi:3001/watDiv_100",24699,308
"http://curiosiphi:3002/watDiv_100",25006,306
"http://curiosiphi:3002/watDiv_100",25006,307
"http://curiosiphi:3001/watDiv_100",25008,306
"http://curiosiphi:3000/watDiv_100",25107,405
"http://curiosiphi:3001/watDiv_100",25322,308
"http://curiosiphi:3001/watDiv_100",25323,307
"http://curiosiphi:3001/watDiv_100",25414,306
"http://curiosiphi:3000/watDiv_100",25564,455
"http://curiosiphi:3002/watDiv_100",25630,306
"http://curiosiphi:3002/watDiv_100",25721,306
"http://curiosiphi:3000/watDiv_100",25781,457
"http://curiosiphi:3001/watDiv_100",25871,305
"http://curiosiphi:3000/watDiv_100",26086,455
"http://curiosiphi:3001/watDiv_100",26093,307
"http://curiosiphi:3001/watDiv_100",26182,307
"http://curiosiphi:3000/watDiv_100",26242,458
"http://curiosiphi:3002/watDiv_100",26394,307
"http://curiosiphi:3001/watDiv_100",26551,307
"http://curiosiphi:3001/watDiv_100",26551,308
"http://curiosiphi:3000/watDiv_100",26701,456
"http://curiosiphi:3002/watDiv_100",26702,307
"http://curiosiphi:3002/watDiv_100",26859,305
"http://curiosiphi:3001/watDiv_100",26859,306
"http://curiosiphi:3001/watDiv_100",27009,306
"http://curiosiphi:3000/watDiv_100",27159,455
"http://curiosiphi:3001/watDiv_100",27167,306
"http://curiosiphi:3000/watDiv_100",27317,456
"http://curiosiphi:3002/watDiv_100",27318,307
"http://curiosiphi:3001/watDiv_100",27466,306
"http://curiosiphi:3001/watDiv_100",27474,305
"http://curiosiphi:3002/watDiv_100",27626,306
"http://curiosiphi:3000/watDiv_100",27774,456
"http://curiosiphi:3002/watDiv_100",27784,307
"http://curiosiphi:3000/watDiv_100",27925,456
"http://curiosiphi:3002/watDiv_100",28081,305
"http://curiosiphi:3001/watDiv_100",28083,307
"http://curiosiphi:3001/watDiv_100",28235,305
"http://curiosiphi:3002/watDiv_100",28237,308
"http://curiosiphi:3002/watDiv_100",28393,310
"http://curiosiphi:3002/watDiv_100",28546,306
"http://curiosiphi:3000/watDiv_100",28546,456
"http://curiosiphi:3002/watDiv_100",28547,308
"http://curiosiphi:3000/watDiv_100",28849,455
"http://curiosiphi:3002/watDiv_100",28858,308
"http://curiosiphi:3001/watDiv_100",28859,307
"http://curiosiphi:3001/watDiv_100",28859,306
"http://curiosiphi:3002/watDiv_100",29159,308
"http://curiosiphi:3001/watDiv_100",29173,307
"http://curiosiphi:3002/watDiv_100",29174,306
"http://curiosiphi:3000/watDiv_100",29322,457
"http://curiosiphi:3002/watDiv_100",29465,305
"http://curiosiphi:3002/watDiv_100",29630,306
"http://curiosiphi:3001/watDiv_100",29631,306
"http://curiosiphi:3000/watDiv_100",29782,457
"http://curiosiphi:3000/watDiv_100",29920,454
"http://curiosiphi:3002/watDiv_100",29938,306
"http://curiosiphi:3002/watDiv_100",29939,307
"http://curiosiphi:3002/watDiv_100",30091,307
"http://curiosiphi:3002/watDiv_100",30227,305
"http://curiosiphi:3002/watDiv_100",30244,304
"http://curiosiphi:3000/watDiv_100",30446,506
"http://curiosiphi:3002/watDiv_100",30534,306
"http://curiosiphi:3002/watDiv_100",30551,306
"http://curiosiphi:3000/watDiv_100",30597,505
"http://curiosiphi:3002/watDiv_100",30907,308
"http://curiosiphi:3002/watDiv_100",30908,310
"http://curiosiphi:3002/watDiv_100",30908,307
"http://curiosiphi:3000/watDiv_100",30966,519
"http://curiosiphi:3001/watDiv_100",31274,307
"http://curiosiphi:3001/watDiv_100",31274,306
"http://curiosiphi:3001/watDiv_100",31275,305
"http://curiosiphi:3000/watDiv_100",31488,519
"http://curiosiphi:3000/watDiv_100",31782,505
"http://curiosiphi:3000/watDiv_100",31782,506
"http://curiosiphi:3002/watDiv_100",31795,305
"http://curiosiphi:3000/watDiv_100",31994,505
"http://curiosiphi:3001/watDiv_100",32091,306
"http://curiosiphi:3000/watDiv_100",32291,506
"http://curiosiphi:3002/watDiv_100",32306,307
"http://curiosiphi:3001/watDiv_100",32400,307
"http://curiosiphi:3000/watDiv_100",32524,527
"http://curiosiphi:3000/watDiv_100",32803,509
"http://curiosiphi:3002/watDiv_100",32837,306
"http://curiosiphi:3001/watDiv_100",32837,305
"http://curiosiphi:3000/watDiv_100",33034,506
"http://curiosiphi:3002/watDiv_100",33114,308
"http://curiosiphi:3001/watDiv_100",33348,306
"http://curiosiphi:3001/watDiv_100",33348,309
"http://curiosiphi:3002/watDiv_100",33422,306
"http://curiosiphi:3000/watDiv_100",33546,508
"http://curiosiphi:3001/watDiv_100",33855,306
"http://curiosiphi:3001/watDiv_100",33855,307
"http://curiosiphi:3001/watDiv_100",33856,308
"http://curiosiphi:3000/watDiv_100",34055,506
"http://curiosiphi:3002/watDiv_100",34169,309
"http://curiosiphi:3002/watDiv_100",34171,307
"http://curiosiphi:3002/watDiv_100",34172,307
"http://curiosiphi:3002/watDiv_100",34476,306
"http://curiosiphi:3001/watDiv_100",34477,304
"http://curiosiphi:3001/watDiv_100",34480,310
"http://curiosiphi:3000/watDiv_100",34562,506
"http://curiosiphi:3000/watDiv_100",34678,505
"http://curiosiphi:3001/watDiv_100",34869,306
"http://curiosiphi:3001/watDiv_100",34870,306
"http://curiosiphi:3001/watDiv_100",34985,306
"http://curiosiphi:3002/watDiv_100",35177,307
"http://curiosiphi:3000/watDiv_100",35185,506
"http://curiosiphi:3000/watDiv_100",35376,504
"http://curiosiphi:3002/watDiv_100",35493,307
"http://curiosiphi:3002/watDiv_100",35493,305
"http://curiosiphi:3001/watDiv_100",35684,306
"http://curiosiphi:3000/watDiv_100",35693,506
"http://curiosiphi:3001/watDiv_100",35801,306
"http://curiosiphi:3002/watDiv_100",36017,322
"http://curiosiphi:3002/watDiv_100",36020,308
"http://curiosiphi:3002/watDiv_100",36020,307
"http://curiosiphi:3002/watDiv_100",36113,308
"http://curiosiphi:3002/watDiv_100",36330,306
"http://curiosiphi:3002/watDiv_100",36331,306
"http://curiosiphi:3001/watDiv_100",36332,308
"http://curiosiphi:3000/watDiv_100",36620,506
"http://curiosiphi:3001/watDiv_100",36644,307
"http://curiosiphi:3001/watDiv_100",36645,308
"http://curiosiphi:3000/watDiv_100",36843,506
"http://curiosiphi:3001/watDiv_100",36930,307
"http://curiosiphi:3001/watDiv_100",37156,308
"http://curiosiphi:3001/watDiv_100",37157,307
"http://curiosiphi:3001/watDiv_100",37243,309
"http://curiosiphi:3000/watDiv_100",37356,510
"http://curiosiphi:3001/watDiv_100",37672,309
"http://curiosiphi:3002/watDiv_100",37674,308
"http://curiosiphi:3002/watDiv_100",37679,307
"http://curiosiphi:3000/watDiv_100",37877,508
"http://curiosiphi:3002/watDiv_100",37984,307
"http://curiosiphi:3002/watDiv_100",37985,305
"http://curiosiphi:3002/watDiv_100",38191,307
"http://curiosiphi:3001/watDiv_100",38292,306
"http://curiosiphi:3000/watDiv_100",38389,508
"http://curiosiphi:3000/watDiv_100",38492,506
"http://curiosiphi:3001/watDiv_100",38701,308
"http://curiosiphi:3002/watDiv_100",38707,307
"http://curiosiphi:3002/watDiv_100",38708,310
"http://curiosiphi:3002/watDiv_100",38802,307
"http://curiosiphi:3002/watDiv_100",39018,306
"http://curiosiphi:3002/watDiv_100",39019,307
"http://curiosiphi:3002/watDiv_100",39113,308
"http://curiosiphi:3000/watDiv_100",39214,508
"http://curiosiphi:3001/watDiv_100",39524,307
"http://curiosiphi:3001/watDiv_100",39525,309
"http://curiosiphi:3002/watDiv_100",39530,306
"http://curiosiphi:3000/watDiv_100",39729,508
"http://curiosiphi:3001/watDiv_100",39834,306
"http://curiosiphi:3000/watDiv_100",40034,506
"http://curiosiphi:3002/watDiv_100",40040,310
"http://curiosiphi:3001/watDiv_100",40144,307
"http://curiosiphi:3000/watDiv_100",40236,505
"http://curiosiphi:3002/watDiv_100",40348,306
"http://curiosiphi:3001/watDiv_100",40546,307
"http://curiosiphi:3002/watDiv_100",40546,308
"http://curiosiphi:3000/watDiv_100",40549,506
"http://curiosiphi:3000/watDiv_100",40854,505
"http://curiosiphi:3001/watDiv_100",40862,306
"http://curiosiphi:3002/watDiv_100",40863,310
"http://curiosiphi:3001/watDiv_100",40863,309
"http://curiosiphi:3002/watDiv_100",41171,306
"http://curiosiphi:3000/watDiv_100",41365,508
"http://curiosiphi:3000/watDiv_100",41370,504
"http://curiosiphi:3000/watDiv_100",41371,507
"http://curiosiphi:3001/watDiv_100",41686,308
"http://curiosiphi:3002/watDiv_100",41686,307
"http://curiosiphi:3002/watDiv_100",41686,306
"http://curiosiphi:3000/watDiv_100",41876,508
"http://curiosiphi:3002/watDiv_100",42184,306
"http://curiosiphi:3001/watDiv_100",42188,309
"http://curiosiphi:3002/watDiv_100",42189,308
"http://curiosiphi:3000/watDiv_100",42386,508
"http://curiosiphi:3001/watDiv_100",42496,306
"http://curiosiphi:3001/watDiv_100",42695,307
"http://curiosiphi:3002/watDiv_100",42700,307
"http://curiosiphi:3001/watDiv_100",42809,306
"http://curiosiphi:3000/watDiv_100",42900,508
"http://curiosiphi:3002/watDiv_100",43003,307
"http://curiosiphi:3001/watDiv_100",43211,307
"http://curiosiphi:3002/watDiv_100",43212,307
"http://curiosiphi:3001/watDiv_100",43214,306
"http://curiosiphi:3000/watDiv_100",43513,506
"http://curiosiphi:3001/watDiv_100",43519,305
"http://curiosiphi:3001/watDiv_100",43521,308
"http://curiosiphi:3002/watDiv_100",43522,307
"http://curiosiphi:3002/watDiv_100",43824,308
"http://curiosiphi:3001/watDiv_100",43835,311
"http://curiosiphi:3001/watDiv_100",43836,307
"http://curiosiphi:3000/watDiv_100",44048,520
"http://curiosiphi:3002/watDiv_100",44144,307
"http://curiosiphi:3000/watDiv_100",44337,508
"http://curiosiphi:3002/watDiv_100",44359,306
"http://curiosiphi:3000/watDiv_100",44558,507
"http://curiosiphi:3001/watDiv_100",44651,307
"http://curiosiphi:3000/watDiv_100",44849,508
"http://curiosiphi:3001/watDiv_100",44871,309
"http://curiosiphi:3001/watDiv_100",44873,309
"http://curiosiphi:3000/watDiv_100",45073,506
"http://curiosiphi:3002/watDiv_100",45161,307
"http://curiosiphi:3002/watDiv_100",45161,309
"http://curiosiphi:3001/watDiv_100",45385,308
"http://curiosiphi:3000/watDiv_100",45396,520
"http://curiosiphi:3002/watDiv_100",45475,307
"http://curiosiphi:3000/watDiv_100",45688,520
"http://curiosiphi:3002/watDiv_100",45706,307
"http://curiosiphi:3002/watDiv_100",45784,307
"http://curiosiphi:3000/watDiv_100",45908,506
"http://curiosiphi:3001/watDiv_100",46016,307
"http://curiosiphi:3000/watDiv_100",46197,507
"http://curiosiphi:3002/watDiv_100",46219,308
"http://curiosiphi:3001/watDiv_100",46220,307
"http://curiosiphi:3001/watDiv_100",46510,306
"http://curiosiphi:3002/watDiv_100",46511,310
"http://curiosiphi:3002/watDiv_100",46527,305
"http://curiosiphi:3001/watDiv_100",46528,305
"http://curiosiphi:3002/watDiv_100",46824,308
"http://curiosiphi:3001/watDiv_100",46837,308
"http://curiosiphi:3001/watDiv_100",46837,307
"http://curiosiphi:3000/watDiv_100",47026,508
"http://curiosiphi:3000/watDiv_100",47335,507
"http://curiosiphi:3001/watDiv_100",47341,310
"http://curiosiphi:3000/watDiv_100",47540,507
"http://curiosiphi:3000/watDiv_100",47551,522
"http://curiosiphi:3000/watDiv_100",47848,506
"http://curiosiphi:3001/watDiv_100",47869,307
"http://curiosiphi:3002/watDiv_100",47870,307
"http://curiosiphi:3001/watDiv_100",47871,310
"http://curiosiphi:3001/watDiv_100",48185,309
"http://curiosiphi:3002/watDiv_100",48187,307
"http://curiosiphi:3000/watDiv_100",48354,505
"http://curiosiphi:3000/watDiv_100",48385,507
"http://curiosiphi:3002/watDiv_100",48666,308
"http://curiosiphi:3002/watDiv_100",48696,306
"http://curiosiphi:3000/watDiv_100",48866,506
"http://curiosiphi:3000/watDiv_100",48895,506
"http://curiosiphi:3001/watDiv_100",48977,307
"http://curiosiphi:3002/watDiv_100",49209,310
"http://curiosiphi:3002/watDiv_100",49210,309
"http://curiosiphi:3001/watDiv_100",49284,306
"http://curiosiphi:3000/watDiv_100",49377,507
"http://curiosiphi:3002/watDiv_100",49689,306
"http://curiosiphi:3002/watDiv_100",49690,309
"http://curiosiphi:3000/watDiv_100",49892,507
"http://curiosiphi:3000/watDiv_100",49893,506
"http://curiosiphi:3001/watDiv_100",49997,306
"http://curiosiphi:3000/watDiv_100",50197,506
"http://curiosiphi:3002/watDiv_100",50206,309
"http://curiosiphi:3002/watDiv_100",50207,308
"http://curiosiphi:3002/watDiv_100",50509,307
"http://curiosiphi:3002/watDiv_100",50514,305
"http://curiosiphi:3001/watDiv_100",50515,306
"http://curiosiphi:3000/watDiv_100",50709,508
"http://curiosiphi:3001/watDiv_100",51016,306
"http://curiosiphi:3001/watDiv_100",51016,306
"http://curiosiphi:3002/watDiv_100",51017,306
"http://curiosiphi:3000/watDiv_100",51216,505
"http://curiosiphi:3001/watDiv_100",51325,307
