target,timestamp,time,realTime
"http://curiosiphi:3001/watDiv_100",9919,310,310
"http://curiosiphi:3002/watDiv_100",9941,307,307
"http://curiosiphi:3002/watDiv_100",10215,308,308
"http://curiosiphi:3002/watDiv_100",10218,308,308
"http://curiosiphi:3002/watDiv_100",10228,308,308
"http://curiosiphi:3002/watDiv_100",10252,309,308
"http://curiosiphi:3002/watDiv_100",10524,307,307
"http://curiosiphi:3002/watDiv_100",10526,307,307
"http://curiosiphi:3002/watDiv_100",10536,307,307
"http://curiosiphi:3002/watDiv_100",10561,308,308
"http://curiosiphi:3001/watDiv_100",10832,307,307
"http://curiosiphi:3002/watDiv_100",10834,307,307
"http://curiosiphi:3001/watDiv_100",10846,308,308
"http://curiosiphi:3002/watDiv_100",10869,307,307
"http://curiosiphi:3002/watDiv_100",11145,311,310
"http://curiosiphi:3002/watDiv_100",11146,309,309
"http://curiosiphi:3001/watDiv_100",11157,308,308
"http://curiosiphi:3002/watDiv_100",11185,308,308
"http://curiosiphi:3001/watDiv_100",11457,309,309
"http://curiosiphi:3001/watDiv_100",11458,311,311
"http://curiosiphi:3001/watDiv_100",11466,307,307
"http://curiosiphi:3002/watDiv_100",11496,307,307
"http://curiosiphi:3001/watDiv_100",11771,312,312
"http://curiosiphi:3001/watDiv_100",11772,312,312
"http://curiosiphi:3001/watDiv_100",11778,309,309
"http://curiosiphi:3001/watDiv_100",11808,308,308
"http://curiosiphi:3002/watDiv_100",12080,308,308
"http://curiosiphi:3002/watDiv_100",12081,308,307
"http://curiosiphi:3002/watDiv_100",12087,308,308
"http://curiosiphi:3001/watDiv_100",12132,308,308
"http://curiosiphi:3001/watDiv_100",12397,308,308
"http://curiosiphi:3002/watDiv_100",12397,306,306
"http://curiosiphi:3002/watDiv_100",12398,308,308
"http://curiosiphi:3001/watDiv_100",12440,307,307
"http://curiosiphi:3001/watDiv_100",12706,307,307
"http://curiosiphi:3002/watDiv_100",12708,308,308
"http://curiosiphi:3002/watDiv_100",12709,308,308
"http://curiosiphi:3002/watDiv_100",12748,307,307
"http://curiosiphi:3001/watDiv_100",13015,308,308
"http://curiosiphi:3002/watDiv_100",13017,308,308
"http://curiosiphi:3001/watDiv_100",13019,308,308
"http://curiosiphi:3001/watDiv_100",13057,308,308
"http://curiosiphi:3001/watDiv_100",13332,306,306
"http://curiosiphi:3002/watDiv_100",13333,308,308
"http://curiosiphi:3001/watDiv_100",13333,309,309
"http://curiosiphi:3001/watDiv_100",13371,312,311
"http://curiosiphi:3002/watDiv_100",13646,308,308
"http://curiosiphi:3002/watDiv_100",13649,311,311
"http://curiosiphi:3002/watDiv_100",13650,311,310
"http://curiosiphi:3002/watDiv_100",13679,307,307
"http://curiosiphi:3002/watDiv_100",13959,311,311
"http://curiosiphi:3001/watDiv_100",13959,309,308
"http://curiosiphi:3001/watDiv_100",13963,311,311
"http://curiosiphi:3001/watDiv_100",13994,311,311
"http://curiosiphi:3001/watDiv_100",14271,309,309
"http://curiosiphi:3001/watDiv_100",14274,308,308
"http://curiosiphi:3001/watDiv_100",14279,309,309
"http://curiosiphi:3002/watDiv_100",14308,308,308
"http://curiosiphi:3002/watDiv_100",14581,308,308
"http://curiosiphi:3001/watDiv_100",14586,308,307
"http://curiosiphi:3002/watDiv_100",14591,307,307
"http://curiosiphi:3002/watDiv_100",14617,308,308
"http://curiosiphi:3002/watDiv_100",14892,309,309
"http://curiosiphi:3002/watDiv_100",14895,308,308
"http://curiosiphi:3001/watDiv_100",14901,308,308
"http://curiosiphi:3001/watDiv_100",14931,312,311
"http://curiosiphi:3002/watDiv_100",15207,309,309
"http://curiosiphi:3001/watDiv_100",15208,308,308
"http://curiosiphi:3002/watDiv_100",15211,308,307
"http://curiosiphi:3001/watDiv_100",15243,308,308
"http://curiosiphi:3002/watDiv_100",15517,308,308
"http://curiosiphi:3001/watDiv_100",15521,309,309
"http://curiosiphi:3001/watDiv_100",15522,309,308
"http://curiosiphi:3002/watDiv_100",15554,310,310
"http://curiosiphi:3002/watDiv_100",15829,311,311
"http://curiosiphi:3001/watDiv_100",15831,307,307
"http://curiosiphi:3002/watDiv_100",15833,310,310
"http://curiosiphi:3002/watDiv_100",15865,309,309
"http://curiosiphi:3002/watDiv_100",16139,309,309
"http://curiosiphi:3002/watDiv_100",16142,308,308
"http://curiosiphi:3002/watDiv_100",16143,309,308
"http://curiosiphi:3002/watDiv_100",16174,307,307
"http://curiosiphi:3001/watDiv_100",16449,309,309
"http://curiosiphi:3001/watDiv_100",16453,309,309
"http://curiosiphi:3001/watDiv_100",16454,309,309
"http://curiosiphi:3001/watDiv_100",16488,311,310
"http://curiosiphi:3001/watDiv_100",16494,315,315
"http://curiosiphi:3002/watDiv_100",16760,309,308
"http://curiosiphi:3001/watDiv_100",16768,310,310
"http://curiosiphi:3001/watDiv_100",16769,309,309
"http://curiosiphi:3002/watDiv_100",16796,307,307
"http://curiosiphi:3002/watDiv_100",17071,308,308
"http://curiosiphi:3002/watDiv_100",17081,308,307
"http://curiosiphi:3002/watDiv_100",17082,308,308
"http://curiosiphi:3002/watDiv_100",17107,308,307
"http://curiosiphi:3002/watDiv_100",17380,308,308
"http://curiosiphi:3002/watDiv_100",17392,308,308
"http://curiosiphi:3002/watDiv_100",17393,308,308
"http://curiosiphi:3001/watDiv_100",17417,308,307
"http://curiosiphi:3002/watDiv_100",17688,307,307
"http://curiosiphi:3002/watDiv_100",17705,308,308
"http://curiosiphi:3001/watDiv_100",17706,308,307
"http://curiosiphi:3002/watDiv_100",17727,308,308
"http://curiosiphi:3001/watDiv_100",17996,307,307
"http://curiosiphi:3001/watDiv_100",18015,307,307
"http://curiosiphi:3002/watDiv_100",18015,308,308
"http://curiosiphi:3002/watDiv_100",18034,306,306
"http://curiosiphi:3001/watDiv_100",18305,307,307
"http://curiosiphi:3002/watDiv_100",18325,308,308
"http://curiosiphi:3002/watDiv_100",18326,309,309
"http://curiosiphi:3001/watDiv_100",18343,307,307
"http://curiosiphi:3002/watDiv_100",18614,308,308
"http://curiosiphi:3001/watDiv_100",18634,307,307
"http://curiosiphi:3002/watDiv_100",18635,308,308
"http://curiosiphi:3001/watDiv_100",18652,308,308
"http://curiosiphi:3001/watDiv_100",18923,308,308
"http://curiosiphi:3002/watDiv_100",18948,308,308
"http://curiosiphi:3001/watDiv_100",18950,309,309
"http://curiosiphi:3001/watDiv_100",18963,308,308
"http://curiosiphi:3001/watDiv_100",19235,308,308
"http://curiosiphi:3001/watDiv_100",19258,309,309
"http://curiosiphi:3001/watDiv_100",19271,307,307
"http://curiosiphi:3001/watDiv_100",19283,332,332
"http://curiosiphi:3002/watDiv_100",19545,309,309
"http://curiosiphi:3002/watDiv_100",19567,308,307
"http://curiosiphi:3002/watDiv_100",19592,308,308
"http://curiosiphi:3002/watDiv_100",19593,308,308
"http://curiosiphi:3002/watDiv_100",19853,306,306
"http://curiosiphi:3002/watDiv_100",19877,308,307
"http://curiosiphi:3001/watDiv_100",19904,308,308
"http://curiosiphi:3001/watDiv_100",19905,308,308
"http://curiosiphi:3001/watDiv_100",20179,324,324
"http://curiosiphi:3001/watDiv_100",20515,333,636
"http://curiosiphi:3001/watDiv_100",20518,308,611
"http://curiosiphi:3001/watDiv_100",20544,331,633
"http://curiosiphi:3001/watDiv_100",20793,309,613
"http://curiosiphi:3001/watDiv_100",20832,313,313
"http://curiosiphi:3001/watDiv_100",20833,308,308
"http://curiosiphi:3001/watDiv_100",20857,311,310
"http://curiosiphi:3001/watDiv_100",21102,308,307
"http://curiosiphi:3001/watDiv_100",21141,307,307
"http://curiosiphi:3001/watDiv_100",21165,331,331
"http://curiosiphi:3001/watDiv_100",21166,308,308
"http://curiosiphi:3001/watDiv_100",21414,309,308
"http://curiosiphi:3001/watDiv_100",21452,310,310
"http://curiosiphi:3001/watDiv_100",21474,307,307
"http://curiosiphi:3001/watDiv_100",21475,308,308
"http://curiosiphi:3001/watDiv_100",21722,307,307
"http://curiosiphi:3001/watDiv_100",21762,308,308
"http://curiosiphi:3001/watDiv_100",21788,311,311
"http://curiosiphi:3001/watDiv_100",21789,312,312
"http://curiosiphi:3001/watDiv_100",22031,307,307
"http://curiosiphi:3001/watDiv_100",22071,308,308
"http://curiosiphi:3001/watDiv_100",22100,309,309
"http://curiosiphi:3001/watDiv_100",22100,308,308
"http://curiosiphi:3001/watDiv_100",22339,307,307
"http://curiosiphi:3001/watDiv_100",22383,307,307
"http://curiosiphi:3001/watDiv_100",22412,309,308
"http://curiosiphi:3001/watDiv_100",22413,308,308
"http://curiosiphi:3001/watDiv_100",22648,307,307
"http://curiosiphi:3001/watDiv_100",22692,308,308
"http://curiosiphi:3001/watDiv_100",22722,307,307
"http://curiosiphi:3001/watDiv_100",22723,309,309
"http://curiosiphi:3001/watDiv_100",22957,307,307
"http://curiosiphi:3001/watDiv_100",23000,307,307
"http://curiosiphi:3001/watDiv_100",23032,308,307
"http://curiosiphi:3001/watDiv_100",23032,307,307
"http://curiosiphi:3001/watDiv_100",23267,309,309
"http://curiosiphi:3001/watDiv_100",23308,307,307
"http://curiosiphi:3001/watDiv_100",23342,309,309
"http://curiosiphi:3001/watDiv_100",23343,309,309
"http://curiosiphi:3001/watDiv_100",23576,307,307
"http://curiosiphi:3001/watDiv_100",23619,308,308
"http://curiosiphi:3001/watDiv_100",23653,307,307
"http://curiosiphi:3001/watDiv_100",23654,307,307
"http://curiosiphi:3001/watDiv_100",23884,307,307
"http://curiosiphi:3001/watDiv_100",23929,307,307
"http://curiosiphi:3001/watDiv_100",23966,310,310
"http://curiosiphi:3001/watDiv_100",23967,310,310
"http://curiosiphi:3001/watDiv_100",24192,307,307
"http://curiosiphi:3001/watDiv_100",24242,307,307
"http://curiosiphi:3001/watDiv_100",24278,308,308
"http://curiosiphi:3001/watDiv_100",24278,308,308
"http://curiosiphi:3001/watDiv_100",24500,307,307
"http://curiosiphi:3001/watDiv_100",24550,306,306
"http://curiosiphi:3001/watDiv_100",24589,309,309
"http://curiosiphi:3001/watDiv_100",24590,309,309
"http://curiosiphi:3001/watDiv_100",24595,313,313
"http://curiosiphi:3001/watDiv_100",24810,308,308
"http://curiosiphi:3001/watDiv_100",24859,307,307
"http://curiosiphi:3001/watDiv_100",24901,307,307
"http://curiosiphi:3001/watDiv_100",24902,306,306
"http://curiosiphi:3001/watDiv_100",25122,311,310
"http://curiosiphi:3001/watDiv_100",25170,310,309
"http://curiosiphi:3001/watDiv_100",25210,307,306
"http://curiosiphi:3001/watDiv_100",25212,306,306
"http://curiosiphi:3001/watDiv_100",25430,307,306
"http://curiosiphi:3001/watDiv_100",25479,308,307
"http://curiosiphi:3001/watDiv_100",25522,308,308
"http://curiosiphi:3001/watDiv_100",25523,312,312
"http://curiosiphi:3001/watDiv_100",25739,307,307
"http://curiosiphi:3001/watDiv_100",25786,306,306
"http://curiosiphi:3001/watDiv_100",25832,307,307
"http://curiosiphi:3001/watDiv_100",25832,308,308
"http://curiosiphi:3001/watDiv_100",26048,308,307
"http://curiosiphi:3001/watDiv_100",26094,306,306
"http://curiosiphi:3001/watDiv_100",26143,308,308
"http://curiosiphi:3001/watDiv_100",26143,308,308
"http://curiosiphi:3001/watDiv_100",26358,308,308
"http://curiosiphi:3001/watDiv_100",26403,308,308
"http://curiosiphi:3001/watDiv_100",26457,308,308
"http://curiosiphi:3001/watDiv_100",26458,310,310
"http://curiosiphi:3001/watDiv_100",26666,307,307
"http://curiosiphi:3001/watDiv_100",26710,306,306
"http://curiosiphi:3001/watDiv_100",26772,309,309
"http://curiosiphi:3001/watDiv_100",26773,311,311
"http://curiosiphi:3001/watDiv_100",26976,308,308
"http://curiosiphi:3001/watDiv_100",27018,306,306
"http://curiosiphi:3001/watDiv_100",27084,309,308
"http://curiosiphi:3001/watDiv_100",27084,310,309
"http://curiosiphi:3001/watDiv_100",27285,307,307
"http://curiosiphi:3001/watDiv_100",27330,310,310
"http://curiosiphi:3001/watDiv_100",27397,308,308
"http://curiosiphi:3001/watDiv_100",27402,312,312
"http://curiosiphi:3001/watDiv_100",27594,308,308
"http://curiosiphi:3001/watDiv_100",27638,307,307
"http://curiosiphi:3001/watDiv_100",27706,308,308
"http://curiosiphi:3001/watDiv_100",27714,309,308
"http://curiosiphi:3001/watDiv_100",27905,308,308
"http://curiosiphi:3001/watDiv_100",27948,306,306
"http://curiosiphi:3001/watDiv_100",28015,308,307
"http://curiosiphi:3001/watDiv_100",28022,307,307
"http://curiosiphi:3001/watDiv_100",28214,308,307
"http://curiosiphi:3001/watDiv_100",28256,306,306
"http://curiosiphi:3001/watDiv_100",28323,307,307
"http://curiosiphi:3001/watDiv_100",28341,319,319
"http://curiosiphi:3001/watDiv_100",28549,332,332
"http://curiosiphi:3001/watDiv_100",28565,308,308
"http://curiosiphi:3001/watDiv_100",28637,312,312
"http://curiosiphi:3001/watDiv_100",28650,308,307
"http://curiosiphi:3001/watDiv_100",28858,307,307
"http://curiosiphi:3001/watDiv_100",28873,307,306
"http://curiosiphi:3001/watDiv_100",28945,307,307
"http://curiosiphi:3001/watDiv_100",28958,307,307
"http://curiosiphi:3001/watDiv_100",29167,308,308
"http://curiosiphi:3001/watDiv_100",29202,328,327
"http://curiosiphi:3001/watDiv_100",29253,307,307
"http://curiosiphi:3001/watDiv_100",29267,307,307
"http://curiosiphi:3001/watDiv_100",29474,306,306
"http://curiosiphi:3001/watDiv_100",29512,309,308
"http://curiosiphi:3001/watDiv_100",29562,307,307
"http://curiosiphi:3001/watDiv_100",29575,307,307
"http://curiosiphi:3001/watDiv_100",29787,312,312
"http://curiosiphi:3001/watDiv_100",29821,308,307
"http://curiosiphi:3001/watDiv_100",29875,311,311
"http://curiosiphi:3001/watDiv_100",29886,309,309
"http://curiosiphi:3001/watDiv_100",30096,308,308
"http://curiosiphi:3001/watDiv_100",30130,308,308
"http://curiosiphi:3001/watDiv_100",30186,310,310
"http://curiosiphi:3001/watDiv_100",30197,307,307
"http://curiosiphi:3001/watDiv_100",30404,307,307
"http://curiosiphi:3001/watDiv_100",30442,311,311
"http://curiosiphi:3001/watDiv_100",30494,307,307
"http://curiosiphi:3001/watDiv_100",30505,307,307
"http://curiosiphi:3001/watDiv_100",30712,306,306
"http://curiosiphi:3001/watDiv_100",30751,308,307
"http://curiosiphi:3001/watDiv_100",30802,307,307
"http://curiosiphi:3001/watDiv_100",30815,307,307
"http://curiosiphi:3001/watDiv_100",31021,307,307
"http://curiosiphi:3001/watDiv_100",31059,307,307
"http://curiosiphi:3001/watDiv_100",31114,309,308
"http://curiosiphi:3001/watDiv_100",31124,307,307
"http://curiosiphi:3001/watDiv_100",31332,307,307
"http://curiosiphi:3001/watDiv_100",31366,306,306
"http://curiosiphi:3001/watDiv_100",31422,307,307
"http://curiosiphi:3001/watDiv_100",31435,308,308
"http://curiosiphi:3001/watDiv_100",31639,306,306
"http://curiosiphi:3001/watDiv_100",31674,307,307
"http://curiosiphi:3001/watDiv_100",31729,306,306
"http://curiosiphi:3001/watDiv_100",31745,309,309
"http://curiosiphi:3001/watDiv_100",31948,307,307
"http://curiosiphi:3001/watDiv_100",31982,307,307
"http://curiosiphi:3001/watDiv_100",32038,308,308
"http://curiosiphi:3001/watDiv_100",32053,306,306
"http://curiosiphi:3001/watDiv_100",32256,307,307
"http://curiosiphi:3001/watDiv_100",32289,306,306
"http://curiosiphi:3001/watDiv_100",32348,307,307
"http://curiosiphi:3001/watDiv_100",32362,307,307
"http://curiosiphi:3001/watDiv_100",32369,314,314
"http://curiosiphi:3001/watDiv_100",32564,307,307
"http://curiosiphi:3001/watDiv_100",32597,307,307
"http://curiosiphi:3001/watDiv_100",32655,306,306
"http://curiosiphi:3001/watDiv_100",32671,308,308
"http://curiosiphi:3001/watDiv_100",32871,306,306
"http://curiosiphi:3001/watDiv_100",32905,306,306
"http://curiosiphi:3001/watDiv_100",32965,307,307
"http://curiosiphi:3001/watDiv_100",32980,308,308
"http://curiosiphi:3001/watDiv_100",33182,309,309
"http://curiosiphi:3001/watDiv_100",33216,309,309
"http://curiosiphi:3001/watDiv_100",33273,307,307
"http://curiosiphi:3001/watDiv_100",33289,307,307
"http://curiosiphi:3001/watDiv_100",33490,307,307
"http://curiosiphi:3001/watDiv_100",33523,306,306
"http://curiosiphi:3001/watDiv_100",33581,306,306
"http://curiosiphi:3001/watDiv_100",33597,307,307
"http://curiosiphi:3001/watDiv_100",33818,308,308
"http://curiosiphi:3001/watDiv_100",33831,307,307
"http://curiosiphi:3001/watDiv_100",33889,307,307
"http://curiosiphi:3001/watDiv_100",33906,308,308
"http://curiosiphi:3001/watDiv_100",34126,307,306
"http://curiosiphi:3001/watDiv_100",34139,307,307
"http://curiosiphi:3001/watDiv_100",34198,307,307
"http://curiosiphi:3001/watDiv_100",34215,308,308
"http://curiosiphi:3001/watDiv_100",34435,308,308
"http://curiosiphi:3001/watDiv_100",34447,306,306
"http://curiosiphi:3001/watDiv_100",34509,308,308
"http://curiosiphi:3001/watDiv_100",34526,308,307
"http://curiosiphi:3001/watDiv_100",34745,309,309
"http://curiosiphi:3001/watDiv_100",34755,307,306
"http://curiosiphi:3001/watDiv_100",34819,308,308
"http://curiosiphi:3001/watDiv_100",34837,308,308
"http://curiosiphi:3001/watDiv_100",35054,307,307
"http://curiosiphi:3001/watDiv_100",35063,307,307
"http://curiosiphi:3001/watDiv_100",35128,308,308
"http://curiosiphi:3001/watDiv_100",35149,309,308
"http://curiosiphi:3001/watDiv_100",35365,309,309
"http://curiosiphi:3001/watDiv_100",35370,306,306
"http://curiosiphi:3001/watDiv_100",35435,306,306
"http://curiosiphi:3001/watDiv_100",35457,307,307
"http://curiosiphi:3001/watDiv_100",35677,308,308
"http://curiosiphi:3001/watDiv_100",35679,308,307
"http://curiosiphi:3001/watDiv_100",35743,306,306
"http://curiosiphi:3001/watDiv_100",35765,306,306
"http://curiosiphi:3001/watDiv_100",35986,308,308
"http://curiosiphi:3001/watDiv_100",35988,308,308
"http://curiosiphi:3001/watDiv_100",36052,308,308
"http://curiosiphi:3001/watDiv_100",36074,308,308
"http://curiosiphi:3001/watDiv_100",36296,309,309
"http://curiosiphi:3001/watDiv_100",36297,307,307
"http://curiosiphi:3001/watDiv_100",36363,307,307
"http://curiosiphi:3001/watDiv_100",36384,307,307
"http://curiosiphi:3001/watDiv_100",36606,308,308
"http://curiosiphi:3001/watDiv_100",36610,311,311
"http://curiosiphi:3001/watDiv_100",36673,308,308
"http://curiosiphi:3001/watDiv_100",36692,307,307
"http://curiosiphi:3001/watDiv_100",36916,309,308
"http://curiosiphi:3001/watDiv_100",36918,307,307
"http://curiosiphi:3001/watDiv_100",36982,307,307
"http://curiosiphi:3001/watDiv_100",36999,306,306
"http://curiosiphi:3001/watDiv_100",37227,310,310
"http://curiosiphi:3001/watDiv_100",37228,310,310
"http://curiosiphi:3001/watDiv_100",37291,308,308
"http://curiosiphi:3001/watDiv_100",37306,306,306
"http://curiosiphi:3001/watDiv_100",37536,308,307
"http://curiosiphi:3001/watDiv_100",37537,308,308
"http://curiosiphi:3001/watDiv_100",37599,307,307
"http://curiosiphi:3001/watDiv_100",37614,307,306
"http://curiosiphi:3001/watDiv_100",37846,307,307
"http://curiosiphi:3001/watDiv_100",37847,309,309
"http://curiosiphi:3001/watDiv_100",37907,307,307
"http://curiosiphi:3001/watDiv_100",37922,307,307
"http://curiosiphi:3001/watDiv_100",38154,306,306
"http://curiosiphi:3001/watDiv_100",38155,307,307
"http://curiosiphi:3001/watDiv_100",38216,308,308
"http://curiosiphi:3001/watDiv_100",38230,307,307
"http://curiosiphi:3001/watDiv_100",38463,307,307
"http://curiosiphi:3001/watDiv_100",38465,307,307
"http://curiosiphi:3001/watDiv_100",38526,308,308
"http://curiosiphi:3001/watDiv_100",38541,307,307
"http://curiosiphi:3001/watDiv_100",38771,306,306
"http://curiosiphi:3001/watDiv_100",38773,307,307
"http://curiosiphi:3001/watDiv_100",38835,308,308
"http://curiosiphi:3001/watDiv_100",38848,306,306
"http://curiosiphi:3001/watDiv_100",39080,306,306
"http://curiosiphi:3001/watDiv_100",39081,309,309
"http://curiosiphi:3001/watDiv_100",39147,308,308
"http://curiosiphi:3001/watDiv_100",39157,307,307
"http://curiosiphi:3001/watDiv_100",39390,308,308
"http://curiosiphi:3001/watDiv_100",39391,308,308
"http://curiosiphi:3001/watDiv_100",39455,307,307
"http://curiosiphi:3001/watDiv_100",39465,307,307
"http://curiosiphi:3001/watDiv_100",39700,308,308
"http://curiosiphi:3001/watDiv_100",39701,308,308
"http://curiosiphi:3001/watDiv_100",39767,307,307
"http://curiosiphi:3001/watDiv_100",39774,308,308
"http://curiosiphi:3001/watDiv_100",40010,307,307
"http://curiosiphi:3001/watDiv_100",40011,309,309
"http://curiosiphi:3001/watDiv_100",40076,308,308
"http://curiosiphi:3001/watDiv_100",40083,308,308
"http://curiosiphi:3001/watDiv_100",40088,312,312
"http://curiosiphi:3001/watDiv_100",40319,307,306
"http://curiosiphi:3001/watDiv_100",40320,308,308
"http://curiosiphi:3001/watDiv_100",40385,308,308
"http://curiosiphi:3001/watDiv_100",40391,307,306
"http://curiosiphi:3001/watDiv_100",40629,308,308
"http://curiosiphi:3001/watDiv_100",40630,309,309
"http://curiosiphi:3001/watDiv_100",40695,309,309
"http://curiosiphi:3001/watDiv_100",40699,307,307
"http://curiosiphi:3001/watDiv_100",40939,308,308
"http://curiosiphi:3001/watDiv_100",40939,308,307
"http://curiosiphi:3001/watDiv_100",41004,308,308
"http://curiosiphi:3001/watDiv_100",41009,309,309
"http://curiosiphi:3001/watDiv_100",41248,307,307
"http://curiosiphi:3001/watDiv_100",41248,308,308
"http://curiosiphi:3001/watDiv_100",41315,309,309
"http://curiosiphi:3001/watDiv_100",41318,308,308
"http://curiosiphi:3001/watDiv_100",41557,308,308
"http://curiosiphi:3001/watDiv_100",41558,308,308
